"","Hash","Mean.blank","LoLe-FHL004-COI-N1-WL-1_R1.fastq.gz","LoLe-FHL005-COI-N1-WL-2_R1.fastq.gz","LoLe-FHL006-COI-N1-WL-3_R1.fastq.gz","LoLe-FHL001-COI-N1-NL-1_R1.fastq.gz","LoLe-FHL002-COI-N1-NL-2_R1.fastq.gz","LoLe-FHL003-COI-N1-NL-3_R1.fastq.gz","LoLe-FHL011-COI-D1-WL-1_R1.fastq.gz","LoLe-FHL012-COI-D1-WL-2_R1.fastq.gz","LoLe-FHL013-COI-D1-WL-3_R1.fastq.gz","LoLe-FHL008-COI-D1-NL-1_R1.fastq.gz","LoLe-FHL009-COI-D1-NL-2_R1.fastq.gz","LoLe-FHL010-COI-D1-NL-3_R1.fastq.gz","LoLe-FHL018-COI-N2-WL-1_R1.fastq.gz","LoLe-FHL019-COI-N2-WL-2_R1.fastq.gz","LoLe-FHL020-COI-N2-WL-3_R1.fastq.gz","LoLe-FHL015-COI-N2-NL-1_R1.fastq.gz","LoLe-FHL016-COI-N2-NL-2_R1.fastq.gz","LoLe-FHL017-COI-N2-NL-3_R1.fastq.gz","LoLe-FHL025-COI-D2-WL-1_R1.fastq.gz","LoLe-FHL026-COI-D2-WL-2_R1.fastq.gz","LoLe-FHL027-COI-D2-WL-3_R1.fastq.gz","LoLe-FHL022-COI-D2-NL-1_R1.fastq.gz","LoLe-FHL023-COI-D2-NL-2_R1.fastq.gz","LoLe-FHL024-COI-D2-NL-3_R1.fastq.gz","LoLe-FHL032-COI-D3-WL-1_R1.fastq.gz","LoLe-FHL033-COI-D3-WL-2_R1.fastq.gz","LoLe-FHL034-COI-D3-WL-3_R1.fastq.gz","LoLe-FHL029-COI-D3-NL-1_R1.fastq.gz","LoLe-FHL030-COI-D3-NL-2_R1.fastq.gz","LoLe-FHL031-COI-D3-NL-3_R1.fastq.gz","LoLe-FHL040-COI-N3-WL-1_R1.fastq.gz","LoLe-FHL041-COI-N3-WL-2_R1.fastq.gz","LoLe-FHL042-COI-N3-WL-3_R1.fastq.gz","LoLe-FHL037-COI-N3-NL-1_R1.fastq.gz","LoLe-FHL038-COI-N3-NL-2_R1.fastq.gz","LoLe-FHL039-COI-N3-NL-3_R1.fastq.gz","LoLe-FHL047-COI-D4-WL-1_R1.fastq.gz","LoLe-FHL048-COI-D4-WL-2_R1.fastq.gz","LoLe-FHL049-COI-D4-WL-3_R1.fastq.gz","LoLe-FHL043-COI-D4-NL-1_R1.fastq.gz","LoLe-FHL044-COI-D4-NL-2_R1.fastq.gz","LoLe-FHL045-COI-D4-NL-3_R1.fastq.gz","LoLe-FHL054-COI-N4-WL-1_R1.fastq.gz","LoLe-FHL055-COI-N4-WL-2_R1.fastq.gz","LoLe-FHL056-COI-N4-WL-3_R1.fastq.gz","LoLe-FHL051-COI-N4-NL-1_R1.fastq.gz","LoLe-FHL052-COI-N4-NL-2_R1.fastq.gz","LoLe-FHL053-COI-N4-NL-3_R1.fastq.gz","LoLe-FHL061-COI-D5-WL-1_R1.fastq.gz","LoLe-FHL062-COI-D5-WL-2_R1.fastq.gz","LoLe-FHL063-COI-D5-WL-3_R1.fastq.gz","LoLe-FHL058-COI-D5-NL-1_R1.fastq.gz","LoLe-FHL059-COI-D5-NL-2_R1.fastq.gz","LoLe-FHL060-COI-D5-NL-3_R1.fastq.gz","LoLe-FHL068-COI-N5-WL-1_R1.fastq.gz","LoLe-FHL069-COI-N5-WL-2_R1.fastq.gz","LoLe-FHL070-COI-N5-WL-3_R1.fastq.gz","LoLe-FHL065-COI-N5-NL-1_R1.fastq.gz","LoLe-FHL066-COI-N5-NL-2_R1.fastq.gz","LoLe-FHL067-COI-N5-NL-3_R1.fastq.gz","LoLe-FHL075-COI-D6-WL-1_R1.fastq.gz","LoLe-FHL076-COI-D6-WL-2_R1.fastq.gz","LoLe-FHL077-COI-D6-WL-3_R1.fastq.gz","LoLe-FHL072-COI-D6-NL-1_R1.fastq.gz","LoLe-FHL073-COI-D6-NL-2_R1.fastq.gz","LoLe-FHL074-COI-D6-NL-3_R1.fastq.gz","LoLe-FHL082-COI-N6-WL-1_R1.fastq.gz","LoLe-FHL083-COI-N6-WL-2_R1.fastq.gz","LoLe-FHL084-COI-N6-WL-3_R1.fastq.gz","LoLe-FHL081-COI-N6-NL-3_R1.fastq.gz","LoLe-FHL088-COI-D7-WL-1_R1.fastq.gz","LoLe-FHL089-COI-D7-WL-2_R1.fastq.gz","LoLe-FHL090-COI-D7-WL-3_R1.fastq.gz","LoLe-FHL085-COI-D7-NL-1_R1.fastq.gz","LoLe-FHL086-COI-D7-NL-2_R1.fastq.gz","LoLe-FHL087-COI-D7-NL-3_R1.fastq.gz","LoLe-FHL092-COI-N7-NL-1_R1.fastq.gz","LoLe-FHL093-COI-N7-NL-2_R1.fastq.gz","LoLe-FHL094-COI-N7-NL-3_R1.fastq.gz"
"236","0338e836b7fe25cfcaf53e8973d25ebf2df6b298",0,14,5,0,3,0,0,6,0,0,3,6,17,0,0,0,6,9,0,6,62,16,0,18,16,3,9,22,2,38,4,0,8,5,4,0,13,0,0,5,16,33,67,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"237","033ea12ad3ec4ccf7294c6b85eacfd261cb8b74f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","034412cf8e655224b9c83c54c5902b7072e88f7e",0,0,0,0,0,2,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,7,0,0,0,2,5,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","034a70771d6e8fe4499bae40fbd466772d0514e8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","034c2c4d260dad0a238a5c5fee7c6afd2b3b8b86",0,0,0,0,5,0,19,32,0,0,5,0,5,41,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,19,0,13,0,17,8,10,13,0,27,24,14,20,40,0,0,0,0,0,0,0,64,23,9,14,18,45,0,0,0,0,42,11,80,44,0,0,16,20,26,0,0,77,0,5,71,0,0,0,0,0
"241","0350b133cdb1338b2143281802ae599ab3b1076e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"242","0352e150c4c1268f4a4eb599604f0527f452707c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","035f0ac6d88d3bb2567c2bdfb19cce8a09431a78",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","0365e1dd5e5032fa64bfa9ebe2aa5bf9071ad2d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","036f7e9b8a7d2485b70dca9eb343a7c1c16b84cc",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","0375578a13c107f8ac3e7e640c9a446fcedca407",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","0375938da9c505e3f263268c10d023e0dbee5883",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,2,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"248","03794cf30d2fb6a26297c78a31a08308281cf13b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","037aaf1832fb433c4d6b28900f6580cca9b07b65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","038139e89d54e0a6ba8cba376ff1d66c42363371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","03828d6865b00d23d5ac5fa901b58b551fe59d9e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","038d007e3b35d9481c9d713689f9a399d7428a46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0
"253","038d17423fc3e43d8c0b83f5f3eef353f16d4971",0,0,0,0,0,0,0,4,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"254","0390eae2bf799af16f267997c3be6426f09aa496",0,0,4,0,0,0,0,8,13,18,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,6,0,2,0,0,0,0,3,0,0,10,0,8,0,0,0,3,11,0,40,8,45,14,15,9,0,0,0,0,0,0,163,15,19,0,31,81,0,0,0,0,0,0,8,9,11,11,0,0,0
"255","0392fbd2c56800ce9a8a12069ad043e764855cb9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","039433107fc9cb9d83c9fcab5d5e70ade6ef3cdf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0
"257","03975c6010218a0f08741c921da86cabdb996983",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"258","039a61544ff594902355d77eb11a4476c9fa7e10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","039a97f30bb78236d1c2fde2fa3f99a0e5a67c80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","039fde48d636c72891f43df2318a50faaec60eae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","03a1c9d696917d83d85c6e4d74a37868b9b92ad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,29,0,0,28,0,36,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","03a7bc53b86a8b64adb35f62f318e4fc5db995d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"263","03a7f2d3cf4072b0a250c40bd2c3a4653ba10914",0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","03ac227c9876550ecfb491684381a1bb30eec540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","03ad3bafb2740debede18974aa69f28763f3b04b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","03b5599ccd9f182466f1ce820f28bb9762af87dd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","03b624654ac9e92862ac7a5897bd14e72543b644",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","03baa58ceda33ae4b85617b1ab182d76e0a4aeb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","03c82d01f983a0abecf4ce19fc1746e34a7dc0d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"270","03cf59a8b2ac6c3df84a368da6c4561f6101526a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","03db0411a4d0bcb8ea9afca22b554a30d00a4323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,68,0,0,0,0,0,0,0,370,501,695,522,0,0,0,0,0,0,0,0,3461,0,1705,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","03e3a3b382019b6f242b77495e01e826e86d617f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","03e433b4cd93eb2a91735866799086e93d0a899c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","03eb68ec01f7677a037c5e260935fcc06e80cbce",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","03ecee9896fe8e90eba5c41e389ee768ef867d1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"276","03f206299e6d5a929444e7ea6a35d8150d26ea8e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","03f3bfa8300b81afe5f65cc7a140e33157c36107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","03faf13842bc71f18edca18ddf501c2b04ac5faa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","03fb1d28cc73112f03940d1ad5f6a5cec3b1f33b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","0408ffb10a456686d837e9439043675fbdc75029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","04098381bfb9e65e22f35bb12cbcb183b78843c8",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","040e477bba0b609787cc19b7f897b71a877502da",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","04120aa047d8535e94cfe19941dfe0eaa244988f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","0412bd7e176278ff1e6d1af4734c18852b5296f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","0414e1361ba9b6a184628b0588f12344535e610f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","0415d41943d1e6adfd5ba10ab471409e2fff60a0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","0416c02aa980b5a49a8ec60162668c09f36c5156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","04194309206905da9074589591e35465acecd56c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","041ca39621040e17ba1ed2068e7fa27981de39a7",0,3,0,0,12,0,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,0,4,9,0,0,0,9,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","0426cd81b1901e98b272832a86706c4911a17cbb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"292","0432fc119511767bc77ed665ecbcc9ab05d24673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","043700ed8c0efe9a7dd408699212a01f628a17a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","0437bfbaee88db6da7abfa27409c102480e8ed0b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","043e54014a04db68f2c7578cc6c4b2893197c22f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","04431722a850f905f86738e95766598c2d9de06b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
